Season,Date,Visitor,Visitor_Goals,Home,Home_Goals,OT,Att.,LOG,Notes
2016,19/12/2016,Calgary Flames,4,Arizona Coyotes,2,,12192,02:50,
2016,19/12/2016,Nashville Predators,2,Philadelphia Flyers,1,SO,19660,02:36,
2016,19/12/2016,Edmonton Oilers,3,St. Louis Blues,2,OT,19357,02:37,
2016,19/12/2016,Anaheim Ducks,3,Toronto Maple Leafs,2,,18861,02:44,
2016,20/12/2016,New York Islanders,4,Boston Bruins,2,,17565,02:27,
2016,20/12/2016,Los Angeles Kings,2,Columbus Blue Jackets,3,SO,16568,02:42,
2016,20/12/2016,Ottawa Senators,4,Chicago Blackhawks,3,,21614,02:32,
2016,20/12/2016,St. Louis Blues,3,Dallas Stars,2,OT,18532,02:45,
2016,20/12/2016,Buffalo Sabres,3,Florida Panthers,4,SO,14265,02:51,
2016,20/12/2016,Colorado Avalanche,0,Minnesota Wild,2,,19018,02:21,
2016,20/12/2016,Anaheim Ducks,1,Montreal Canadiens,5,,21288,02:29,
2016,20/12/2016,Nashville Predators,5,New Jersey Devils,1,,13744,02:22,
2016,20/12/2016,New York Rangers,2,Pittsburgh Penguins,7,,18541,02:24,
2016,20/12/2016,Calgary Flames,1,San Jose Sharks,4,,17562,02:24,
2016,20/12/2016,Detroit Red Wings,1,Tampa Bay Lightning,4,,19092,02:32,
2016,20/12/2016,Winnipeg Jets,1,Vancouver Canucks,4,,18865,02:29,
2016,21/12/2016,Edmonton Oilers,3,Arizona Coyotes,2,,11378,02:46,
2016,21/12/2016,Washington Capitals,2,Philadelphia Flyers,3,SO,20011,02:41,
2016,22/12/2016,Carolina Hurricanes,3,Buffalo Sabres,1,,18863,02:19,
2016,22/12/2016,Pittsburgh Penguins,1,Columbus Blue Jackets,7,,19115,02:36,
2016,22/12/2016,Toronto Maple Leafs,6,Colorado Avalanche,0,,15502,02:33,
2016,22/12/2016,Boston Bruins,3,Florida Panthers,1,,14462,02:37,
2016,22/12/2016,Minnesota Wild,4,Montreal Canadiens,2,,21288,02:34,
2016,22/12/2016,Philadelphia Flyers,0,New Jersey Devils,4,,16514,02:42,
2016,22/12/2016,Los Angeles Kings,4,Nashville Predators,0,,17156,02:20,
2016,22/12/2016,Anaheim Ducks,1,Ottawa Senators,2,OT,17125,02:36,
2016,22/12/2016,St. Louis Blues,2,Tampa Bay Lightning,5,,19092,02:37,
2016,22/12/2016,Winnipeg Jets,4,Vancouver Canucks,1,,18865,02:28,
2016,23/12/2016,Toronto Maple Leafs,4,Arizona Coyotes,1,,14377,02:34,
2016,23/12/2016,Boston Bruins,2,Carolina Hurricanes,3,OT,12924,02:29,
2016,23/12/2016,Montreal Canadiens,1,Columbus Blue Jackets,2,,18147,02:31,
2016,23/12/2016,Vancouver Canucks,1,Calgary Flames,4,,18840,02:25,
2016,23/12/2016,Colorado Avalanche,2,Chicago Blackhawks,1,OT,21918,02:32,
2016,23/12/2016,Los Angeles Kings,2,Dallas Stars,3,OT,18156,02:31,
2016,23/12/2016,Detroit Red Wings,4,Florida Panthers,3,SO,15374,02:59,
2016,23/12/2016,Buffalo Sabres,1,New York Islanders,5,,13852,02:23,
2016,23/12/2016,Minnesota Wild,7,New York Rangers,4,,18006,02:25,
2016,23/12/2016,New Jersey Devils,1,Pittsburgh Penguins,4,,18625,02:33,
2016,23/12/2016,Edmonton Oilers,2,San Jose Sharks,3,OT,17562,02:40,
2016,23/12/2016,Tampa Bay Lightning,0,Washington Capitals,4,,18506,02:31,
2016,27/12/2016,San Jose Sharks,3,Anaheim Ducks,2,OT,17403,02:32,
2016,27/12/2016,Dallas Stars,3,Arizona Coyotes,2,,14561,02:40,
2016,27/12/2016,Boston Bruins,3,Columbus Blue Jackets,4,,19005,02:33,
2016,27/12/2016,Winnipeg Jets,3,Chicago Blackhawks,1,,22117,02:27,
2016,27/12/2016,Calgary Flames,6,Colorado Avalanche,3,,14634,02:25,
2016,27/12/2016,Buffalo Sabres,4,Detroit Red Wings,3,,20027,02:43,
2016,27/12/2016,Pittsburgh Penguins,5,New Jersey Devils,2,,16514,02:37,
2016,27/12/2016,Minnesota Wild,3,Nashville Predators,2,OT,17141,02:35,
2016,27/12/2016,Washington Capitals,3,New York Islanders,4,,15795,02:30,
2016,27/12/2016,Ottawa Senators,3,New York Rangers,4,,18006,02:40,
2016,28/12/2016,Toronto Maple Leafs,3,Florida Panthers,2,SO,16965,02:51,
2016,28/12/2016,Carolina Hurricanes,2,Pittsburgh Penguins,3,,18653,02:28,
2016,28/12/2016,Philadelphia Flyers,3,St. Louis Blues,6,,19409,02:50,
2016,28/12/2016,Montreal Canadiens,3,Tampa Bay Lightning,4,OT,19092,02:32,
2016,28/12/2016,Los Angeles Kings,1,Vancouver Canucks,2,,18865,02:19,
2016,29/12/2016,New York Rangers,6,Arizona Coyotes,3,,15090,02:27,
2016,29/12/2016,Boston Bruins,4,Buffalo Sabres,2,,19070,02:43,
2016,29/12/2016,Anaheim Ducks,3,Calgary Flames,1,,19289,02:42,
2016,29/12/2016,Colorado Avalanche,2,Dallas Stars,4,,18532,02:30,
2016,29/12/2016,Los Angeles Kings,1,Edmonton Oilers,3,,18347,02:30,
2016,29/12/2016,Montreal Canadiens,3,Florida Panthers,2,OT,17489,02:39,
2016,29/12/2016,New York Islanders,4,Minnesota Wild,6,,19252,02:36,
2016,29/12/2016,Chicago Blackhawks,3,Nashville Predators,2,,17229,02:24,
2016,29/12/2016,Detroit Red Wings,3,Ottawa Senators,2,OT,20011,02:28,
2016,29/12/2016,Toronto Maple Leafs,3,Tampa Bay Lightning,2,OT,19092,02:39,
2016,29/12/2016,Columbus Blue Jackets,5,Winnipeg Jets,3,,15294,02:34,
2016,29/12/2016,New Jersey Devils,2,Washington Capitals,1,SO,18506,02:42,
2016,30/12/2016,Chicago Blackhawks,2,Carolina Hurricanes,3,,18016,02:23,
2016,30/12/2016,Philadelphia Flyers,0,San Jose Sharks,2,,17562,02:30,
2016,30/12/2016,Nashville Predators,4,St. Louis Blues,0,,19483,02:25,
2016,30/12/2016,Anaheim Ducks,2,Vancouver Canucks,3,OT,18214,02:38,
2016,31/12/2016,Buffalo Sabres,1,Boston Bruins,3,,17565,02:28,
2016,31/12/2016,Arizona Coyotes,2,Calgary Flames,4,,19289,02:34,
2016,31/12/2016,New York Rangers,6,Colorado Avalanche,2,,17609,02:41,
2016,31/12/2016,Florida Panthers,3,Dallas Stars,1,,18532,02:31,
2016,31/12/2016,Vancouver Canucks,3,Edmonton Oilers,2,SO,18347,02:44,
2016,31/12/2016,San Jose Sharks,2,Los Angeles Kings,3,,18230,02:44,
2016,31/12/2016,Columbus Blue Jackets,4,Minnesota Wild,2,,19307,02:36,
2016,31/12/2016,Washington Capitals,6,New Jersey Devils,2,,16514,02:39,
2016,31/12/2016,Montreal Canadiens,3,Pittsburgh Penguins,4,OT,18633,02:40,
2016,31/12/2016,Carolina Hurricanes,1,Tampa Bay Lightning,3,,19092,02:26,
2016,31/12/2016,New York Islanders,6,Winnipeg Jets,2,,15294,02:27,
2016,01/01/2017,Philadelphia Flyers,3,Anaheim Ducks,4,SO,17174,02:51,
2016,01/01/2017,Detroit Red Wings,4,Toronto Maple Leafs,5,OT,40148,02:57,at BMO Field (Toronto ON)
2016,01/01/2017,Ottawa Senators,1,Washington Capitals,2,,18506,02:29,
2016,02/01/2017,Boston Bruins,0,New Jersey Devils,3,,15141,02:25,
2016,02/01/2017,Chicago Blackhawks,1,St. Louis Blues,4,,46556,02:31,at Busch Stadium (St. Louis MO)
2016,02/01/2017,Colorado Avalanche,2,Vancouver Canucks,3,,18865,02:26,
2016,03/01/2017,New Jersey Devils,3,Carolina Hurricanes,1,,8998,02:24,
2016,03/01/2017,Edmonton Oilers,1,Columbus Blue Jackets,3,,17169,02:28,
2016,03/01/2017,Montreal Canadiens,2,Nashville Predators,1,OT,17113,02:40,
2016,03/01/2017,Buffalo Sabres,4,New York Rangers,1,,18006,02:23,
2016,03/01/2017,Los Angeles Kings,2,San Jose Sharks,1,OT,17562,02:34,
2016,03/01/2017,Winnipeg Jets,6,Tampa Bay Lightning,4,,19092,02:35,
2016,03/01/2017,Toronto Maple Leafs,5,Washington Capitals,6,OT,18506,02:39,
2016,04/01/2017,Detroit Red Wings,0,Anaheim Ducks,2,,17174,02:28,
2016,04/01/2017,Colorado Avalanche,1,Calgary Flames,4,,18388,02:30,
2016,04/01/2017,Montreal Canadiens,4,Dallas Stars,3,OT,18106,02:44,
2016,04/01/2017,Winnipeg Jets,4,Florida Panthers,1,,13607,02:26,
2016,04/01/2017,New York Rangers,5,Philadelphia Flyers,2,,19858,02:24,
2016,04/01/2017,Arizona Coyotes,0,Vancouver Canucks,3,,18215,02:25,
2016,05/01/2017,Edmonton Oilers,4,Boston Bruins,3,,17565,02:40,
2016,05/01/2017,Buffalo Sabres,3,Chicago Blackhawks,4,OT,21824,02:21,
2016,05/01/2017,Detroit Red Wings,4,Los Angeles Kings,0,,18230,02:26,
2016,05/01/2017,Minnesota Wild,5,San Jose Sharks,4,,17562,02:25,
2016,05/01/2017,Carolina Hurricanes,4,St. Louis Blues,2,,19090,02:26,
2016,05/01/2017,Nashville Predators,6,Tampa Bay Lightning,1,,19092,02:33,
2016,05/01/2017,Columbus Blue Jackets,0,Washington Capitals,5,,18506,02:30,
2016,06/01/2017,Arizona Coyotes,2,Anaheim Ducks,3,OT,15415,02:36,
2016,06/01/2017,Carolina Hurricanes,1,Chicago Blackhawks,2,,21822,02:29,
2016,06/01/2017,New York Islanders,1,Colorado Avalanche,2,OT,14788,02:47,
2016,06/01/2017,Nashville Predators,1,Florida Panthers,2,,14003,02:32,
2016,06/01/2017,Toronto Maple Leafs,4,New Jersey Devils,2,,15233,02:23,
2016,06/01/2017,Calgary Flames,2,Vancouver Canucks,4,,18865,02:31,
2016,07/01/2017,New York Islanders,1,Arizona Coyotes,2,SO,12380,02:41,
2016,07/01/2017,Winnipeg Jets,3,Buffalo Sabres,4,,19070,02:32,
2016,07/01/2017,New York Rangers,5,Columbus Blue Jackets,4,,19001,02:28,
2016,07/01/2017,Vancouver Canucks,1,Calgary Flames,3,,18685,02:23,
2016,07/01/2017,Boston Bruins,4,Florida Panthers,0,,16630,02:29,
2016,07/01/2017,Minnesota Wild,3,Los Angeles Kings,4,OT,18230,02:36,
2016,07/01/2017,Edmonton Oilers,2,New Jersey Devils,1,OT,14734,02:28,
2016,07/01/2017,Washington Capitals,1,Ottawa Senators,0,,18685,02:27,
2016,07/01/2017,Tampa Bay Lightning,2,Philadelphia Flyers,4,,19810,02:28,
2016,07/01/2017,Detroit Red Wings,3,San Jose Sharks,6,,17562,02:24,
2016,07/01/2017,Dallas Stars,3,St. Louis Blues,4,,19503,02:34,
2016,07/01/2017,Montreal Canadiens,5,Toronto Maple Leafs,3,,19796,02:39,
2016,08/01/2017,Minnesota Wild,2,Anaheim Ducks,1,,15645,02:35,
2016,08/01/2017,Boston Bruins,3,Carolina Hurricanes,4,OT,11820,02:28,
2016,08/01/2017,Philadelphia Flyers,1,Columbus Blue Jackets,2,OT,17962,02:34,
2016,08/01/2017,Nashville Predators,2,Chicago Blackhawks,5,,21658,02:27,
2016,08/01/2017,Edmonton Oilers,3,Ottawa Senators,5,,17724,02:26,
2016,08/01/2017,Tampa Bay Lightning,2,Pittsburgh Penguins,6,,18633,02:29,
2016,09/01/2017,Dallas Stars,6,Los Angeles Kings,4,,18230,02:35,
2016,09/01/2017,Washington Capitals,4,Montreal Canadiens,1,,21288,02:30,
2016,09/01/2017,Florida Panthers,3,New Jersey Devils,0,,12834,02:19,
2016,09/01/2017,Calgary Flames,0,Winnipeg Jets,2,,15294,02:23,
2016,10/01/2017,Dallas Stars,0,Anaheim Ducks,2,,15073,02:29,
2016,10/01/2017,Philadelphia Flyers,1,Buffalo Sabres,4,,18920,02:30,
2016,10/01/2017,Columbus Blue Jackets,3,Carolina Hurricanes,5,,9351,02:33,
2016,10/01/2017,Detroit Red Wings,3,Chicago Blackhawks,4,OT,22019,02:39,
2016,10/01/2017,San Jose Sharks,5,Edmonton Oilers,3,,18347,02:24,
2016,10/01/2017,Vancouver Canucks,1,Nashville Predators,2,OT,17113,02:39,
2016,10/01/2017,Boston Bruins,5,St. Louis Blues,3,,19342,02:32,
2016,11/01/2017,San Jose Sharks,2,Calgary Flames,3,,18912,02:26,
2016,11/01/2017,Florida Panthers,2,New York Islanders,1,,13529,02:25,
2016,11/01/2017,Montreal Canadiens,7,Winnipeg Jets,4,,15294,02:29,
2016,11/01/2017,Pittsburgh Penguins,2,Washington Capitals,5,,18506,02:43,
2016,12/01/2017,Anaheim Ducks,4,Colorado Avalanche,1,,14589,02:28,
2016,12/01/2017,Detroit Red Wings,2,Dallas Stars,5,,18532,02:28,
2016,12/01/2017,New Jersey Devils,2,Edmonton Oilers,3,OT,18347,02:32,
2016,12/01/2017,St. Louis Blues,1,Los Angeles Kings,5,,18230,02:33,
2016,12/01/2017,Montreal Canadiens,1,Minnesota Wild,7,,19104,02:22,
2016,12/01/2017,Boston Bruins,1,Nashville Predators,2,,17113,02:32,
2016,12/01/2017,Pittsburgh Penguins,1,Ottawa Senators,4,,17769,02:31,
2016,12/01/2017,Vancouver Canucks,4,Philadelphia Flyers,5,SO,19757,02:52,
2016,12/01/2017,Buffalo Sabres,2,Tampa Bay Lightning,4,,19092,02:32,
2016,13/01/2017,Winnipeg Jets,3,Arizona Coyotes,4,,12326,02:33,
2016,13/01/2017,Buffalo Sabres,2,Carolina Hurricanes,5,,11992,02:22,
2016,13/01/2017,New Jersey Devils,2,Calgary Flames,1,,19190,02:30,
2016,13/01/2017,New York Islanders,5,Florida Panthers,2,,14352,02:38,
2016,13/01/2017,Toronto Maple Leafs,4,New York Rangers,2,,18006,02:29,
2016,13/01/2017,Columbus Blue Jackets,3,Tampa Bay Lightning,1,,19092,02:36,
2016,13/01/2017,Chicago Blackhawks,0,Washington Capitals,6,,18506,02:23,
2016,14/01/2017,Anaheim Ducks,3,Arizona Coyotes,0,,12015,02:32,
2016,14/01/2017,Philadelphia Flyers,3,Boston Bruins,6,,17565,02:33,
2016,14/01/2017,New York Islanders,4,Carolina Hurricanes,7,,16640,02:24,
2016,14/01/2017,Nashville Predators,3,Colorado Avalanche,2,,16096,02:32,
2016,14/01/2017,Minnesota Wild,5,Dallas Stars,4,,18532,02:27,
2016,14/01/2017,Pittsburgh Penguins,3,Detroit Red Wings,6,,20027,02:34,
2016,14/01/2017,Calgary Flames,1,Edmonton Oilers,2,SO,18347,02:34,
2016,14/01/2017,Columbus Blue Jackets,3,Florida Panthers,4,,14795,02:40,
2016,14/01/2017,Winnipeg Jets,2,Los Angeles Kings,3,OT,18230,02:41,
2016,14/01/2017,New York Rangers,4,Montreal Canadiens,5,,21288,02:43,
2016,14/01/2017,Toronto Maple Leafs,4,Ottawa Senators,2,,19782,02:37,
2016,14/01/2017,St. Louis Blues,4,San Jose Sharks,0,,17562,02:26,
2016,15/01/2017,St. Louis Blues,2,Anaheim Ducks,1,OT,17174,02:30,
2016,15/01/2017,Minnesota Wild,3,Chicago Blackhawks,2,,22051,02:26,
2016,15/01/2017,New Jersey Devils,2,Vancouver Canucks,1,OT,18865,02:25,
2016,15/01/2017,Philadelphia Flyers,0,Washington Capitals,5,,18506,02:15,
2016,16/01/2017,New York Islanders,4,Boston Bruins,0,,17565,02:18,
2016,16/01/2017,Dallas Stars,1,Buffalo Sabres,4,,19070,02:31,
2016,16/01/2017,Montreal Canadiens,0,Detroit Red Wings,1,,20027,02:24,
2016,16/01/2017,Arizona Coyotes,1,Edmonton Oilers,3,,18347,02:28,
2016,16/01/2017,Tampa Bay Lightning,2,Los Angeles Kings,1,,18230,02:30,
2016,16/01/2017,Washington Capitals,7,Pittsburgh Penguins,8,OT,18653,02:46,
2016,16/01/2017,Winnipeg Jets,2,San Jose Sharks,5,,17479,02:25,
2016,17/01/2017,Tampa Bay Lightning,1,Anaheim Ducks,2,OT,14763,02:38,
2016,17/01/2017,Carolina Hurricanes,1,Columbus Blue Jackets,4,,14724,02:26,
2016,17/01/2017,Florida Panthers,2,Calgary Flames,5,,18137,02:27,
2016,17/01/2017,Chicago Blackhawks,6,Colorado Avalanche,4,,18007,02:26,
2016,17/01/2017,New Jersey Devils,4,Minnesota Wild,3,,19051,02:26,
2016,17/01/2017,Dallas Stars,7,New York Rangers,6,,18006,02:38,
2016,17/01/2017,Ottawa Senators,6,St. Louis Blues,4,,18922,02:37,
2016,17/01/2017,Buffalo Sabres,3,Toronto Maple Leafs,4,,19122,02:29,
2016,17/01/2017,Nashville Predators,0,Vancouver Canucks,1,,18312,02:39,
2016,18/01/2017,Boston Bruins,5,Detroit Red Wings,6,SO,20027,02:49,
2016,18/01/2017,Florida Panthers,3,Edmonton Oilers,4,OT,18347,02:42,
2016,18/01/2017,San Jose Sharks,3,Los Angeles Kings,2,,18230,02:36,
2016,18/01/2017,Pittsburgh Penguins,4,Montreal Canadiens,1,,21288,02:28,
2016,18/01/2017,Arizona Coyotes,3,Winnipeg Jets,6,,15294,02:23,
2016,19/01/2017,Colorado Avalanche,1,Anaheim Ducks,2,,15414,03:01,
2016,19/01/2017,Ottawa Senators,2,Columbus Blue Jackets,0,,15823,02:33,
2016,19/01/2017,Nashville Predators,4,Calgary Flames,3,,18904,02:34,
2016,19/01/2017,Arizona Coyotes,3,Minnesota Wild,4,,19027,02:30,
2016,19/01/2017,Dallas Stars,0,New York Islanders,3,,12630,02:27,
2016,19/01/2017,Tampa Bay Lightning,1,San Jose Sharks,2,,17387,02:21,
2016,19/01/2017,Washington Capitals,7,St. Louis Blues,3,,19316,02:25,
2016,19/01/2017,New York Rangers,5,Toronto Maple Leafs,2,,19088,02:31,
2016,20/01/2017,Chicago Blackhawks,1,Boston Bruins,0,,17565,02:20,
2016,20/01/2017,Detroit Red Wings,2,Buffalo Sabres,3,OT,18942,02:45,
2016,20/01/2017,Pittsburgh Penguins,7,Carolina Hurricanes,1,,17312,02:35,
2016,20/01/2017,Nashville Predators,3,Edmonton Oilers,2,SO,18347,03:07,
2016,20/01/2017,Montreal Canadiens,3,New Jersey Devils,1,,15345,02:29,
2016,20/01/2017,Florida Panthers,1,Vancouver Canucks,2,,18865,02:30,
2016,21/01/2017,Tampa Bay Lightning,3,Arizona Coyotes,5,,12177,02:35,
2016,21/01/2017,Carolina Hurricanes,2,Columbus Blue Jackets,3,,19033,02:28,
2016,21/01/2017,Edmonton Oilers,7,Calgary Flames,3,,19289,02:42,
2016,21/01/2017,Washington Capitals,4,Dallas Stars,3,OT,18532,02:44,
2016,21/01/2017,Anaheim Ducks,3,Minnesota Wild,5,,19288,02:30,
2016,21/01/2017,Buffalo Sabres,3,Montreal Canadiens,2,OT,21288,02:31,
2016,21/01/2017,Los Angeles Kings,2,New York Islanders,4,,15138,02:38,
2016,21/01/2017,New Jersey Devils,4,Philadelphia Flyers,1,,19932,02:39,
2016,21/01/2017,Colorado Avalanche,2,San Jose Sharks,3,OT,17562,02:28,
2016,21/01/2017,Ottawa Senators,3,Toronto Maple Leafs,2,SO,19544,02:55,
2016,21/01/2017,St. Louis Blues,3,Winnipeg Jets,5,,15294,02:28,
2016,22/01/2017,Vancouver Canucks,2,Chicago Blackhawks,4,,21689,02:35,
2016,22/01/2017,New York Rangers,1,Detroit Red Wings,0,OT,20027,02:33,
2016,22/01/2017,Nashville Predators,4,Minnesota Wild,2,,19087,02:24,
2016,22/01/2017,Philadelphia Flyers,3,New York Islanders,2,OT,13146,02:39,
2016,22/01/2017,Columbus Blue Jackets,7,Ottawa Senators,6,OT,16702,02:40,
2016,22/01/2017,Boston Bruins,1,Pittsburgh Penguins,5,,18506,02:42,
2016,23/01/2017,Florida Panthers,2,Arizona Coyotes,3,OT,10042,02:34,
2016,23/01/2017,San Jose Sharks,5,Colorado Avalanche,2,,13803,02:27,
2016,23/01/2017,Los Angeles Kings,2,New York Rangers,3,,18006,02:27,
2016,23/01/2017,Calgary Flames,0,Toronto Maple Leafs,4,,19043,02:32,
2016,23/01/2017,Anaheim Ducks,3,Winnipeg Jets,2,,15294,02:40,
2016,23/01/2017,Carolina Hurricanes,1,Washington Capitals,6,,18506,02:29,
2016,24/01/2017,Detroit Red Wings,3,Boston Bruins,4,OT,17565,02:45,
2016,24/01/2017,Tampa Bay Lightning,5,Chicago Blackhawks,2,,21617,02:30,
2016,24/01/2017,Minnesota Wild,3,Dallas Stars,2,SO,17877,02:48,
2016,24/01/2017,Calgary Flames,1,Montreal Canadiens,5,,21288,02:29,
2016,24/01/2017,Los Angeles Kings,3,New Jersey Devils,1,,13412,02:26,
2016,24/01/2017,Buffalo Sabres,5,Nashville Predators,4,OT,17113,02:49,
2016,24/01/2017,Columbus Blue Jackets,2,New York Islanders,4,,11419,02:29,
2016,24/01/2017,Washington Capitals,0,Ottawa Senators,3,,16683,02:30,
2016,24/01/2017,St. Louis Blues,3,Pittsburgh Penguins,0,,18563,02:31,
2016,24/01/2017,San Jose Sharks,4,Winnipeg Jets,3,,15294,02:35,
2016,25/01/2017,Edmonton Oilers,4,Anaheim Ducks,0,,17174,02:23,
2016,25/01/2017,Vancouver Canucks,3,Colorado Avalanche,2,,12819,02:30,
2016,25/01/2017,Toronto Maple Leafs,4,Detroit Red Wings,0,,20027,02:24,
2016,25/01/2017,Philadelphia Flyers,2,New York Rangers,0,,18006,02:17,
2016,26/01/2017,Vancouver Canucks,0,Arizona Coyotes,3,,11203,02:26,
2016,26/01/2017,Pittsburgh Penguins,3,Boston Bruins,4,,17565,02:44,
2016,26/01/2017,Los Angeles Kings,3,Carolina Hurricanes,0,,10486,02:21,
2016,26/01/2017,Winnipeg Jets,5,Chicago Blackhawks,3,,21746,02:23,
2016,26/01/2017,Buffalo Sabres,3,Dallas Stars,4,,17856,02:40,
2016,26/01/2017,Tampa Bay Lightning,1,Florida Panthers,2,OT,14248,02:36,
2016,26/01/2017,St. Louis Blues,1,Minnesota Wild,5,,19064,02:31,
2016,26/01/2017,Washington Capitals,5,New Jersey Devils,2,,13428,02:32,
2016,26/01/2017,Columbus Blue Jackets,3,Nashville Predators,4,,17113,02:43,
2016,26/01/2017,Montreal Canadiens,1,New York Islanders,3,,12019,02:25,
2016,26/01/2017,Calgary Flames,3,Ottawa Senators,2,OT,16263,02:36,
2016,26/01/2017,Toronto Maple Leafs,1,Philadelphia Flyers,2,,19723,02:28,
2016,26/01/2017,Edmonton Oilers,4,San Jose Sharks,1,,17562,02:22,
2016,31/01/2017,Colorado Avalanche,1,Anaheim Ducks,5,,15963,02:32,
2016,31/01/2017,Los Angeles Kings,3,Arizona Coyotes,2,,11577,02:33,
2016,31/01/2017,Philadelphia Flyers,1,Carolina Hurricanes,5,,13577,02:38,
2016,31/01/2017,Toronto Maple Leafs,3,Dallas Stars,6,,17547,02:29,
2016,31/01/2017,New Jersey Devils,4,Detroit Red Wings,3,,20027,02:28,
2016,31/01/2017,Minnesota Wild,5,Edmonton Oilers,2,,18347,02:39,
2016,31/01/2017,Ottawa Senators,5,Florida Panthers,6,,11933,02:38,
2016,31/01/2017,Buffalo Sabres,2,Montreal Canadiens,5,,21288,02:23,
2016,31/01/2017,Washington Capitals,2,New York Islanders,3,,11240,02:21,
2016,31/01/2017,Columbus Blue Jackets,6,New York Rangers,4,,18006,02:35,
2016,31/01/2017,Nashville Predators,2,Pittsburgh Penguins,4,,18455,02:36,
2016,31/01/2017,Chicago Blackhawks,1,San Jose Sharks,3,,17424,02:23,
2016,31/01/2017,Winnipeg Jets,5,St. Louis Blues,3,,19483,02:28,
2016,31/01/2017,Boston Bruins,4,Tampa Bay Lightning,3,,19092,02:41,
2016,01/02/2017,Minnesota Wild,1,Calgary Flames,5,,18044,02:35,
2016,01/02/2017,Colorado Avalanche,0,Los Angeles Kings,5,,18230,02:29,
2016,01/02/2017,Boston Bruins,3,Washington Capitals,5,,18506,02:32,
2016,02/02/2017,Chicago Blackhawks,4,Arizona Coyotes,3,,17125,02:33,
2016,02/02/2017,New York Rangers,2,Buffalo Sabres,1,OT,18941,02:40,
2016,02/02/2017,Winnipeg Jets,4,Dallas Stars,3,,17236,02:30,
2016,02/02/2017,Edmonton Oilers,0,Nashville Predators,2,,17113,02:38,
2016,02/02/2017,Montreal Canadiens,1,Philadelphia Flyers,3,,19768,02:22,
2016,02/02/2017,Toronto Maple Leafs,1,St. Louis Blues,5,,19258,02:30,
2016,02/02/2017,Ottawa Senators,5,Tampa Bay Lightning,2,,19092,02:30,
2016,02/02/2017,San Jose Sharks,4,Vancouver Canucks,1,,18865,02:25,
2016,03/02/2017,Edmonton Oilers,1,Carolina Hurricanes,2,,12512,02:27,
2016,03/02/2017,New York Islanders,4,Detroit Red Wings,5,,20027,02:32,
2016,03/02/2017,Anaheim Ducks,1,Florida Panthers,2,,14689,02:30,
2016,03/02/2017,Calgary Flames,4,New Jersey Devils,3,OT,14716,02:46,
2016,03/02/2017,Columbus Blue Jackets,3,Pittsburgh Penguins,4,OT,18649,02:31,
2016,04/02/2017,Toronto Maple Leafs,6,Boston Bruins,5,,17565,02:53,
2016,04/02/2017,Ottawa Senators,0,Buffalo Sabres,4,,19070,02:25,
2016,04/02/2017,New Jersey Devils,5,Columbus Blue Jackets,1,,18566,02:35,
2016,04/02/2017,Winnipeg Jets,2,Colorado Avalanche,5,,13930,02:35,
2016,04/02/2017,Chicago Blackhawks,5,Dallas Stars,3,,18532,02:27,
2016,04/02/2017,Washington Capitals,3,Montreal Canadiens,2,,21288,02:37,
2016,04/02/2017,Detroit Red Wings,1,Nashville Predators,0,,17204,02:30,
2016,04/02/2017,Carolina Hurricanes,5,New York Islanders,4,OT,14153,02:38,
2016,04/02/2017,Los Angeles Kings,1,Philadelphia Flyers,0,OT,19833,02:29,
2016,04/02/2017,Arizona Coyotes,3,San Jose Sharks,2,SO,17562,02:46,
2016,04/02/2017,Pittsburgh Penguins,4,St. Louis Blues,1,,19496,02:29,
2016,04/02/2017,Anaheim Ducks,2,Tampa Bay Lightning,3,SO,19092,03:01,
2016,04/02/2017,Minnesota Wild,6,Vancouver Canucks,3,,18212,02:35,
2016,05/02/2017,Edmonton Oilers,1,Montreal Canadiens,0,SO,21288,02:37,
2016,05/02/2017,Calgary Flames,3,New York Rangers,4,,18006,02:22,
2016,05/02/2017,Los Angeles Kings,0,Washington Capitals,5,,18506,02:19,
2016,06/02/2017,Buffalo Sabres,1,New Jersey Devils,2,,12105,02:31,
2016,06/02/2017,Toronto Maple Leafs,5,New York Islanders,6,OT,11828,02:34,
2016,06/02/2017,St. Louis Blues,2,Philadelphia Flyers,0,,19589,02:29,
2016,07/02/2017,San Jose Sharks,4,Buffalo Sabres,5,OT,18462,02:35,
2016,07/02/2017,Montreal Canadiens,0,Colorado Avalanche,4,,12667,02:25,
2016,07/02/2017,Columbus Blue Jackets,3,Detroit Red Wings,2,OT,20027,02:32,
2016,07/02/2017,Vancouver Canucks,2,Nashville Predators,4,,17113,02:42,
2016,07/02/2017,Anaheim Ducks,1,New York Rangers,4,,18006,02:27,
2016,07/02/2017,St. Louis Blues,6,Ottawa Senators,0,,16787,02:28,
2016,07/02/2017,Calgary Flames,3,Pittsburgh Penguins,2,SO,18556,02:40,
2016,07/02/2017,Los Angeles Kings,0,Tampa Bay Lightning,5,,19092,02:25,
2016,07/02/2017,Dallas Stars,1,Toronto Maple Leafs,3,,19233,02:35,
2016,07/02/2017,Minnesota Wild,4,Winnipeg Jets,2,,15294,02:30,
2016,07/02/2017,Carolina Hurricanes,0,Washington Capitals,5,,18506,02:24,
2016,08/02/2017,Chicago Blackhawks,4,Minnesota Wild,3,OT,19326,02:42,
2016,09/02/2017,Montreal Canadiens,5,Arizona Coyotes,4,OT,14098,02:41,
