,playerA,playerB,playerARacks,playerBRacks,matchIndex,date,competition
45,Jeong Young-hwa,Wojciech Szewczyk,2,9,46,2015-09-07,2015 WPA World 9-Ball Championship
46,Wu Jiaqing,Shannon Ducharme,9,5,47,2015-09-07,2015 WPA World 9-Ball Championship
47,Mohanna Obaidly,Oliver Medenilla,2,9,48,2015-09-07,2015 WPA World 9-Ball Championship
48,Warren Kiamco,Wojciech Szewczyk,5,9,49,2015-09-07,2015 WPA World 9-Ball Championship
49,Wu Jiaqing,Oliver Medenilla,9,2,50,2015-09-07,2015 WPA World 9-Ball Championship
50,Chang Jung-Lin,Johann Chua,6,9,51,2015-09-07,2015 WPA World 9-Ball Championship
51,Ali Obaidly,Ralf Souquet,5,9,52,2015-09-07,2015 WPA World 9-Ball Championship
52,Chang Jung-Lin,Mohammad Sharif (pool player),9,4,53,2015-09-07,2015 WPA World 9-Ball Championship
53,Ali Obaidly,Hichem Benaissa,9,3,54,2015-09-07,2015 WPA World 9-Ball Championship
54,Chang Jung-Lin,Ralf Souquet,8,9,55,2015-09-07,2015 WPA World 9-Ball Championship
55,Mateusz Śniegocki,Mohammad Sharif,9,8,56,2015-09-07,2015 WPA World 9-Ball Championship
56,Johann Chua,Ali Obaidly,9,7,57,2015-09-07,2015 WPA World 9-Ball Championship
57,Hichem Benaissa,Abdul Rahman al-Amar,3,9,58,2015-09-07,2015 WPA World 9-Ball Championship
58,Ralf Souquet,Mateusz Śniegocki,1,9,59,2015-09-07,2015 WPA World 9-Ball Championship
59,Johann Chua,Abdul Rahman al-Amar,7,9,60,2015-09-07,2015 WPA World 9-Ball Championship
60,Nick van den Berg,Ruslan Tschinachow,4,9,61,2015-09-07,2015 WPA World 9-Ball Championship
61,Lee Van Corteza,Tom Teriault,9,2,62,2015-09-07,2015 WPA World 9-Ball Championship
62,Nick van den Berg,Abdultif Fawal,9,3,63,2015-09-07,2015 WPA World 9-Ball Championship
63,Lee Van Corteza,Mohamed al-Hosani,9,7,64,2015-09-07,2015 WPA World 9-Ball Championship
64,Nick van den Berg,Naoyuki Ōi,5,9,65,2015-09-07,2015 WPA World 9-Ball Championship
65,Tom Teriault,Abdultif Fawal,9,7,66,2015-09-07,2015 WPA World 9-Ball Championship
66,Lee Van Corteza,Ruslan Tschinachow,6,9,67,2015-09-07,2015 WPA World 9-Ball Championship
67,Mohamed al-Hosani,Liu Cheng-chieh,8,9,68,2015-09-07,2015 WPA World 9-Ball Championship
68,Naoyuki Ōi,Tom Teriault,9,2,69,2015-09-07,2015 WPA World 9-Ball Championship
69,Ruslan Tschinachow,Liu Cheng-chieh,4,9,70,2015-09-07,2015 WPA World 9-Ball Championship
70,M. Simanjuntak,Daniele Corrieri,9,7,71,2015-09-07,2015 WPA World 9-Ball Championship
71,Mishel Turkey,Daryl Peach,9,5,72,2015-09-07,2015 WPA World 9-Ball Championship
72,M. Simanjuntak,Alejandro Carvajal,9,5,73,2015-09-07,2015 WPA World 9-Ball Championship
73,Fahad Khalaf,Mishel Turkey,5,9,74,2015-09-07,2015 WPA World 9-Ball Championship
74,Daryl Peach,Muhammad Simanjuntak,9,2,75,2015-09-07,2015 WPA World 9-Ball Championship
75,Mike Dechaine,Alejandro Carvajal,9,4,76,2015-09-07,2015 WPA World 9-Ball Championship
76,Carlo Biado,Fahad Khalaf,9,6,77,2015-09-07,2015 WPA World 9-Ball Championship
77,Daniele Corrieri,Mishel Turkey,9,6,78,2015-09-07,2015 WPA World 9-Ball Championship
78,Daryl Peach,Mike Dechaine,5,9,79,2015-09-07,2015 WPA World 9-Ball Championship
79,Carlo Biado,Daniele Corrieri,9,5,80,2015-09-07,2015 WPA World 9-Ball Championship
80,Denis Grabe,Oliver Ortmann,9,7,81,2015-09-07,2015 WPA World 9-Ball Championship
81,Zhu Xihe,Matey Ullah,6,9,82,2015-09-07,2015 WPA World 9-Ball Championship
82,Denis Grabe,Rajandran Nair,9,4,83,2015-09-07,2015 WPA World 9-Ball Championship
83,Amir Rota,Zhu Xihe,8,9,84,2015-09-07,2015 WPA World 9-Ball Championship
84,Ko Pin-yi,Denis Grabe,9,4,85,2015-09-07,2015 WPA World 9-Ball Championship
85,Rajandran Nair,Matey Ullah,6,9,86,2015-09-07,2015 WPA World 9-Ball Championship
86,Mika Immonen,Amir Rota,9,4,87,2015-09-07,2015 WPA World 9-Ball Championship
87,Oliver Ortmann,Zhu Xihe,9,2,88,2015-09-07,2015 WPA World 9-Ball Championship
88,Ko Pin-yi,Matey Ullah,9,6,89,2015-09-07,2015 WPA World 9-Ball Championship
89,Mika Immonen,Oliver Ortmann,9,5,90,2015-09-07,2015 WPA World 9-Ball Championship
90,Cheng Yu-hsuan,Richard Jones,9,6,91,2015-09-07,2015 WPA World 9-Ball Championship
91,Omran Salem,Christopher Tevez,9,7,92,2015-09-07,2015 WPA World 9-Ball Championship
92,Marcus Chamat,Cheng Yu-hsuan,6,9,93,2015-09-07,2015 WPA World 9-Ball Championship
93,Omran Salem,Hassan Shafraz,9,8,94,2015-09-07,2015 WPA World 9-Ball Championship
94,Ko Ping-chung,Marcus Chamat,9,5,95,2015-09-07,2015 WPA World 9-Ball Championship
95,Christopher Tevez,Cheng Yu-hsuan,9,5,96,2015-09-07,2015 WPA World 9-Ball Championship
96,Shane Van Boening,Omran Salem,9,6,97,2015-09-07,2015 WPA World 9-Ball Championship
97,Hassan Shafraz,Richard Jones,1,9,98,2015-09-07,2015 WPA World 9-Ball Championship
98,Ko Ping-chung,Christopher Tevez,9,2,99,2015-09-07,2015 WPA World 9-Ball Championship
99,Shane Van Boening,Richard Jones,9,5,100,2015-09-07,2015 WPA World 9-Ball Championship
100,Mario He,Hesam Abdulaziz,9,2,101,2015-09-07,2015 WPA World 9-Ball Championship
101,Chu Bingjie,Toh Lian Han,8,9,102,2015-09-07,2015 WPA World 9-Ball Championship
102,Mario He,Mazen Berjaoui,9,6,103,2015-09-07,2015 WPA World 9-Ball Championship
103,Chu Bingjie,Khalid Yousuf,9,6,104,2015-09-07,2015 WPA World 9-Ball Championship
104,John Morra,Mario He,9,8,105,2015-09-07,2015 WPA World 9-Ball Championship
105,Toh Lian Han,Mazen Berjaoui,9,6,106,2015-09-07,2015 WPA World 9-Ball Championship
106,Chu Bingjie,David Alcaide,3,9,107,2015-09-07,2015 WPA World 9-Ball Championship
107,Hesam Abdulaziz,Khalid Yousuf,9,8,108,2015-09-07,2015 WPA World 9-Ball Championship
108,John Morra,Toh Lian Han,9,4,109,2015-09-07,2015 WPA World 9-Ball Championship
109,David Alcaide,Hesam Abdulaziz,9,6,110,2015-09-07,2015 WPA World 9-Ball Championship
110,Ryu Seung-woo,Niels Feijen,9,8,111,2015-09-07,2015 WPA World 9-Ball Championship
111,Francisco Felicilda,Tomasz Kapłan,7,9,112,2015-09-07,2015 WPA World 9-Ball Championship
112,Ryu Seung-woo,Hamzaa Saeed Ali,9,2,113,2015-09-07,2015 WPA World 9-Ball Championship
113,Francisco Felicilda,Mohammad Berjaoui,9,7,114,2015-09-07,2015 WPA World 9-Ball Championship
114,Dang Jinhu,Ryu Seung-woo,9,5,115,2015-09-07,2015 WPA World 9-Ball Championship
115,Hamzaa Saeed Ali,Tomasz Kapłan,5,9,116,2015-09-07,2015 WPA World 9-Ball Championship
116,Niels Feijen,Francisco Felicilda,9,4,117,2015-09-07,2015 WPA World 9-Ball Championship
117,Alexander Kazakis,Mohammad Berjaoui,9,1,118,2015-09-07,2015 WPA World 9-Ball Championship
118,Dang Jinhu,Tomasz Kapłan,9,4,119,2015-09-07,2015 WPA World 9-Ball Championship
119,Niels Feijen,Alexander Kazakis,8,9,120,2015-09-07,2015 WPA World 9-Ball Championship
120,Francisco Díaz-Pizarro,Thorsten Hohmann,9,4,121,2015-09-07,2015 WPA World 9-Ball Championship
121,Goh Chin Teck,Hosain Sayeem,9,5,122,2015-09-07,2015 WPA World 9-Ball Championship
122,Francisco Díaz-Pizarro,Fahad al-Hejeli,9,3,123,2015-09-07,2015 WPA World 9-Ball Championship
123,Nizar Mosbah Tamimi,Goh Chin Teck,5,9,124,2015-09-07,2015 WPA World 9-Ball Championship
124,Dennis Orcollo,Francisco Díaz-Pizarro,9,4,125,2015-09-07,2015 WPA World 9-Ball Championship
125,Hosain Sayeem,Fahad al-Hejeli,9,7,126,2015-09-07,2015 WPA World 9-Ball Championship
126,Thorsten Hohmann,Nizar Mosbah Tamimi,9,3,127,2015-09-07,2015 WPA World 9-Ball Championship
127,Goh Chin Teck,Jalal Yousef,7,9,128,2015-09-07,2015 WPA World 9-Ball Championship
128,Dennis Orcollo,Hosain Sayeem,9,6,129,2015-09-07,2015 WPA World 9-Ball Championship
129,Thorsten Hohmann,Jalal Yousef,8,9,130,2015-09-07,2015 WPA World 9-Ball Championship
130,Karl Boyes,Chao Fong-Pang,7,9,131,2015-09-07,2015 WPA World 9-Ball Championship
131,Liu Haitao (pool player),Lo Ho Sum,9,5,132,2015-09-07,2015 WPA World 9-Ball Championship
132,Karl Boyes,Sameer al-Madhi,9,2,133,2015-09-07,2015 WPA World 9-Ball Championship
133,Liu Haitao (pool player),Meshal al-Murdhi,9,2,134,2015-09-07,2015 WPA World 9-Ball Championship
134,Karl Boyes,Lo Ho Sum,5,9,135,2015-09-07,2015 WPA World 9-Ball Championship
135,Imran Majid,Sameer al-Madhi,9,4,136,2015-09-07,2015 WPA World 9-Ball Championship
136,Liu Haitao (pool player),Chao Fong-Pang,5,9,137,2015-09-07,2015 WPA World 9-Ball Championship
137,Karol Skowerski,Meshal al-Murdhi,9,4,138,2015-09-07,2015 WPA World 9-Ball Championship
138,Lo Ho Sum,Imran Majid,6,9,139,2015-09-07,2015 WPA World 9-Ball Championship
139,Chao Fong-Pang,Karol Skowerski,8,9,140,2015-09-07,2015 WPA World 9-Ball Championship
140,Petri Makkonen,Jason Klatt,2,9,141,2015-09-07,2015 WPA World 9-Ball Championship
141,Andreas Gerwen,Matthew Edwards,9,7,142,2015-09-07,2015 WPA World 9-Ball Championship
142,Sundeep Gulati,Petri Makkonen,8,9,143,2015-09-07,2015 WPA World 9-Ball Championship
143,Ali Hussein Ali,Andreas Gerwen,4,9,144,2015-09-07,2015 WPA World 9-Ball Championship
144,Chang Yu-Lung,Sundeep Gulati,9,4,145,2015-09-07,2015 WPA World 9-Ball Championship
145,Petri Makkonen,Matthew Edwards,8,9,146,2015-09-07,2015 WPA World 9-Ball Championship
146,Jason Klatt,Ali Hussein Ali,9,4,147,2015-09-07,2015 WPA World 9-Ball Championship
147,Andreas Gerwen,Jeffrey Ignacio,7,9,148,2015-09-07,2015 WPA World 9-Ball Championship
148,Chang Yu-Lung,Matthew Edwards,9,3,149,2015-09-07,2015 WPA World 9-Ball Championship
149,Jason Klatt,Jeffrey Ignacio,6,9,150,2015-09-07,2015 WPA World 9-Ball Championship
150,Omar al-Shaheen,Aloysius Yapp,5,9,151,2015-09-07,2015 WPA World 9-Ball Championship
151,Darren Appleton,Sinha Fahim,9,2,152,2015-09-07,2015 WPA World 9-Ball Championship
152,Omar al-Shaheen,Bader al-Hamdan,9,4,153,2015-09-07,2015 WPA World 9-Ball Championship
153,Darren Appleton,Mohamed Elmola,9,3,154,2015-09-07,2015 WPA World 9-Ball Championship
154,Antonio Gabica,Omar al-Shaheen,9,3,155,2015-09-07,2015 WPA World 9-Ball Championship
155,Sinha Fahim,Bader al-Hamdan,9,3,156,2015-09-07,2015 WPA World 9-Ball Championship
156,Darren Appleton,Aloysius Yapp,5,9,157,2015-09-07,2015 WPA World 9-Ball Championship
157,Mark Gray,Mohamed Elmola,9,1,158,2015-09-07,2015 WPA World 9-Ball Championship
158,Antonio Gabica,Sinha Fahim,9,6,159,2015-09-07,2015 WPA World 9-Ball Championship
159,Aloysius Yapp,Mark Gray,7,9,160,2015-09-07,2015 WPA World 9-Ball Championship
160,Raymund Faraon,Warren Kiamco,9,11,161,2015-09-07,2015 WPA World 9-Ball Championship
161,Jalal Yousef,Zhou Long,11,10,162,2015-09-07,2015 WPA World 9-Ball Championship
162,Carlo Biado,Lee Van Corteza,11,5,163,2015-09-07,2015 WPA World 9-Ball Championship
163,Ko Pin-yi,Justin Campbell,11,7,164,2015-09-07,2015 WPA World 9-Ball Championship
164,Mika Immonen,Goh Chin Teck,11,3,165,2015-09-07,2015 WPA World 9-Ball Championship
165,Wu Kun-lin,Ryu Seung-woo,11,9,166,2015-09-07,2015 WPA World 9-Ball Championship
166,John Morra,Omran Salem,11,2,167,2015-09-07,2015 WPA World 9-Ball Championship
167,Mark Gray,Ralf Souquet,11,10,168,2015-09-07,2015 WPA World 9-Ball Championship
168,Naoyuki Ōi,Aloysius Yapp,9,11,169,2015-09-07,2015 WPA World 9-Ball Championship
169,Jeffrey Ignacio,Jason Klatt,11,5,170,2015-09-07,2015 WPA World 9-Ball Championship
170,Imran Majid,Liu Haitao (pool player),10,11,171,2015-09-07,2015 WPA World 9-Ball Championship
171,Alexander Kazakis,Chao Fong-Pang,11,10,172,2015-09-07,2015 WPA World 9-Ball Championship
172,Antonio Gabica,Ruslan Tschinachow,5,11,173,2015-09-07,2015 WPA World 9-Ball Championship
173,Wang Can,Tōru Kuribayashi,11,7,174,2015-09-07,2015 WPA World 9-Ball Championship
174,Satoshi Kawabata,Albin Ouschan,7,11,175,2015-09-07,2015 WPA World 9-Ball Championship
175,Wu Jiaqing,Muhammad Simanjuntak,11,3,176,2015-09-07,2015 WPA World 9-Ball Championship
176,Ko Ping-chung,Mario He,11,5,177,2015-09-07,2015 WPA World 9-Ball Championship
177,Yukio Akakariyama,Johann Chua,11,5,178,2015-09-07,2015 WPA World 9-Ball Championship
178,Li Hewen,Denis Grabe,7,11,179,2015-09-07,2015 WPA World 9-Ball Championship
179,Mike Dechaine,Cheng Yu-hsuan,11,10,180,2015-09-07,2015 WPA World 9-Ball Championship
180,David Alcaide,Yang Ching-shun,11,8,181,2015-09-07,2015 WPA World 9-Ball Championship
181,Abdul Rahman al-Amar,Toh Lian Han,8,11,182,2015-09-07,2015 WPA World 9-Ball Championship
182,Liu Cheng-chieh,Andreas Gerwen,11,5,183,2015-09-07,2015 WPA World 9-Ball Championship
183,Wojciech Szewczyk,Marco Teutscher,11,8,184,2015-09-07,2015 WPA World 9-Ball Championship
184,Chang Yu-Lung,Marc Bijsterbosch,11,4,185,2015-09-07,2015 WPA World 9-Ball Championship
185,Karol Skowerski,Oliver Medenilla,4,11,186,2015-09-07,2015 WPA World 9-Ball Championship
186,Shane Van Boening,Tomasz Kapłan,11,3,187,2015-09-07,2015 WPA World 9-Ball Championship
187,Dang Jinhu,Francisco Díaz-Pizarro,10,11,188,2015-09-07,2015 WPA World 9-Ball Championship
188,Mateusz Śniegocki,Hunter Lombardo,10,11,189,2015-09-07,2015 WPA World 9-Ball Championship
189,Dennis Orcollo,Mishel Turkey,11,1,190,2015-09-07,2015 WPA World 9-Ball Championship
190,Rubén Bautista,Darren Appleton,3,11,191,2015-09-07,2015 WPA World 9-Ball Championship
191,Nikos Ekonomopoulos,Matey Ullah,11,7,192,2015-09-07,2015 WPA World 9-Ball Championship
192,Warren Kiamco,Jalal Yousef,11,7,193,2015-09-07,2015 WPA World 9-Ball Championship
193,Carlo Biado,Ko Pin-yi,4,11,194,2015-09-07,2015 WPA World 9-Ball Championship
194,Mika Immonen,Wu Kun-lin,11,9,195,2015-09-07,2015 WPA World 9-Ball Championship
195,John Morra,Mark Gray,11,10,196,2015-09-07,2015 WPA World 9-Ball Championship
196,Aloysius Yapp,Jeffrey Ignacio,11,6,197,2015-09-07,2015 WPA World 9-Ball Championship
197,Liu Haitao (pool player),Alexander Kazakis,9,11,198,2015-09-07,2015 WPA World 9-Ball Championship
198,Ruslan Tschinachow,Wang Can,7,11,199,2015-09-07,2015 WPA World 9-Ball Championship
199,Albin Ouschan,Wu Jiaqing,6,11,200,2015-09-07,2015 WPA World 9-Ball Championship
200,Ko Ping-chung,Yukio Akakariyama,11,9,201,2015-09-07,2015 WPA World 9-Ball Championship
201,Denis Grabe,Mike Dechaine,10,11,202,2015-09-07,2015 WPA World 9-Ball Championship
202,David Alcaide,Toh Lian Han,11,7,203,2015-09-07,2015 WPA World 9-Ball Championship
203,Liu Cheng-chieh,Wojciech Szewczyk,8,11,204,2015-09-07,2015 WPA World 9-Ball Championship
204,Chang Yu-Lung,Oliver Medenilla,11,4,205,2015-09-07,2015 WPA World 9-Ball Championship
205,Shane Van Boening,Francisco Díaz-Pizarro,11,5,206,2015-09-07,2015 WPA World 9-Ball Championship
206,Hunter Lombardo,Dennis Orcollo,7,11,207,2015-09-07,2015 WPA World 9-Ball Championship
207,Darren Appleton,Nikos Ekonomopoulos,11,7,208,2015-09-07,2015 WPA World 9-Ball Championship
208,Warren Kiamco,Ko Pin-yi,9,11,209,2015-09-07,2015 WPA World 9-Ball Championship
209,Mika Immonen,John Morra,8,11,210,2015-09-07,2015 WPA World 9-Ball Championship
210,Aloysius Yapp,Alexander Kazakis,11,10,211,2015-09-07,2015 WPA World 9-Ball Championship
211,Wang Can,Wu Jiaqing,9,11,212,2015-09-07,2015 WPA World 9-Ball Championship
212,Ko Ping-chung,Mike Dechaine,11,9,213,2015-09-07,2015 WPA World 9-Ball Championship
213,David Alcaide,Wojciech Szewczyk,10,11,214,2015-09-07,2015 WPA World 9-Ball Championship
214,Chang Yu-Lung,Shane Van Boening,5,11,215,2015-09-07,2015 WPA World 9-Ball Championship
215,Dennis Orcollo,Darren Appleton,11,2,216,2015-09-07,2015 WPA World 9-Ball Championship
216,Ko Pin-yi,John Morra,11,6,217,2015-09-07,2015 WPA World 9-Ball Championship
217,Aloysius Yapp,Wu Jiaqing,7,11,218,2015-09-07,2015 WPA World 9-Ball Championship
218,Ko Ping-chung,Wojciech Szewczyk,11,5,219,2015-09-07,2015 WPA World 9-Ball Championship
219,Shane Van Boening,Dennis Orcollo,11,1,220,2015-09-07,2015 WPA World 9-Ball Championship
220,Ko Pin-yi,Wu Jiaqing,11,10,221,2015-09-07,2015 WPA World 9-Ball Championship
221,Ko Ping-chung,Shane Van Boening,1,11,222,2015-09-07,2015 WPA World 9-Ball Championship
222,Ko Pin-yi,Shane Van Boening,13,11,223,2015-09-07,2015 WPA World 9-Ball Championship
