,date,playerA,playerARacks,playerB,playerBRacks,competition,matchIndex
806,2019-10-13 00:00:00,Mickey Krause,3,Fedor Gorst,9,2019 Klagenfurt Open,14
807,2019-10-13 00:00:00,Alexander Kazakis,9,David Alcaide,5,2019 Klagenfurt Open,15
808,2019-10-13 00:00:00,Mario He,1,Eklent Kaçi,9,2019 Klagenfurt Open,16
809,2019-10-13 00:00:00,Joshua Filler,9,Oliver Szolnoki,7,2019 Klagenfurt Open,17
810,2019-10-13 00:00:00,Wojciech Szewczyk,7,Marc Bijsterbosch,9,2019 Klagenfurt Open,18
811,2019-10-13 00:00:00,Miguel Silva,9,Mark Gray,4,2019 Klagenfurt Open,19
812,2019-10-13 00:00:00,Maksim Dudanets,2,Denis Grabe,9,2019 Klagenfurt Open,20
813,2019-10-13 00:00:00,Sanjin Pehlivanovic,5,Wiktor Zielinski,9,2019 Klagenfurt Open,21
814,2019-10-13 00:00:00,Damianos Giallourakis,6,Mats Schjetne,9,2019 Klagenfurt Open,22
815,2019-10-13 00:00:00,Ruslan Chinachov,8,Fedor Gorst,9,2019 Klagenfurt Open,23
816,2019-10-13 00:00:00,Alexander Kazakis,9,Eklent Kaçi,7,2019 Klagenfurt Open,24
817,2019-10-13 00:00:00,Joshua Filler,8,Marc Bijsterbosch,9,2019 Klagenfurt Open,25
818,2019-10-13 00:00:00,Miguel Silva,8,Denis Grabe,9,2019 Klagenfurt Open,26
819,2019-10-13 00:00:00,Wiktor Zielinski,4,Mats Schjetne,9,2019 Klagenfurt Open,27
820,2019-10-13 00:00:00,Fedor Gorst,6,Alexander Kazakis,9,2019 Klagenfurt Open,28
821,2019-10-13 00:00:00,Marc Bijsterbosch,9,Denis Grabe,8,2019 Klagenfurt Open,29
822,2019-10-13 00:00:00,Marc Bijsterbosch,8,Alexander Kazakis,9,2019 Klagenfurt Open,30
823,2018-10-10 00:00:00,Joshua Filler,9,David Alcaide,7,2018 Klagenfurt Open,1
824,2018-10-10 00:00:00,Mohammed Soufi,9,Imran Majid,8,2018 Klagenfurt Open,2
825,2018-10-10 00:00:00,Wojciech Sroczynski,9,Konstantin Koukiadakis,7,2018 Klagenfurt Open,3
826,2018-10-10 00:00:00,Marc Bijsterbosch,9,Arjan Matrizi,3,2018 Klagenfurt Open,4
827,2018-10-10 00:00:00,Kim Laaksonen,3,Mateusz Śniegocki,9,2018 Klagenfurt Open,5
828,2018-10-10 00:00:00,Mark Gray,9,Matjaz Erculj,8,2018 Klagenfurt Open,6
829,2018-10-10 00:00:00,ciech Szewczyk,9,Sanjin Pehlivanovic,8,2018 Klagenfurt Open,7
830,2018-10-10 00:00:00,Niels Feijen,9,Wiktor Zielinski,6,2018 Klagenfurt Open,8
831,2018-10-10 00:00:00,Roman Hybler,9,Damianos Giallourakis,2,2018 Klagenfurt Open,9
832,2018-10-10 00:00:00,Jakub Koniar,9,Ivo Aarts,3,2018 Klagenfurt Open,10
833,2018-10-10 00:00:00,Alexander Kazakis,9,Maksim Dudanets,3,2018 Klagenfurt Open,11
834,2018-10-10 00:00:00,Mario He,9,Jani Uski,4,2018 Klagenfurt Open,12
835,2018-10-10 00:00:00,Denis Grabe,9,Sergey Lutsker,6,2018 Klagenfurt Open,13
836,2018-10-10 00:00:00,Ivar Saris,5,Francisco Sánchez Ruíz,9,2018 Klagenfurt Open,14
837,2018-10-10 00:00:00,Jan Wolf,6,Oliver Szolnoki,9,2018 Klagenfurt Open,15
838,2018-10-10 00:00:00,Radosław Babica,6,Christian Fischer,9,2018 Klagenfurt Open,16
839,2018-10-10 00:00:00,Joshua Filler,9,Mohammad Soufi,6,2018 Klagenfurt Open,17
840,2018-10-10 00:00:00,Konstantinos Koukiadakis,5,Marc Bijsterbosch,9,2018 Klagenfurt Open,18
841,2018-10-10 00:00:00,Mateusz Śniegocki,6,Mark Gray,9,2018 Klagenfurt Open,19
842,2018-10-10 00:00:00,Wojciech Szewczyk,8,Niels Feijen,9,2018 Klagenfurt Open,20
843,2018-10-10 00:00:00,Roman Hybler,5,Jakub Koniar,9,2018 Klagenfurt Open,21
844,2018-10-10 00:00:00,Alexander Kazakis,5,Mario He,9,2018 Klagenfurt Open,22
845,2018-10-10 00:00:00,Denis Grabe,6,Francisco Sánchez Ruíz,9,2018 Klagenfurt Open,23
846,2018-10-10 00:00:00,Oliver Szolnoki,9,Christian Fischer,4,2018 Klagenfurt Open,24
847,2018-10-10 00:00:00,Joshua Filler,4,Marc Bijsterbosch,9,2018 Klagenfurt Open,25
848,2018-10-10 00:00:00,Mark Gray,9,Niels Feijen,6,2018 Klagenfurt Open,26
849,2018-10-10 00:00:00,Jakub Koniar,5,Mario He,9,2018 Klagenfurt Open,27
850,2018-10-10 00:00:00,Francisco Sánchez Ruíz,5,Oliver Szolnoki,9,2018 Klagenfurt Open,28
851,2018-10-10 00:00:00,Marc Bijsterbosch,5,Mark Gray,9,2018 Klagenfurt Open,29
852,2018-10-10 00:00:00,Mario He,9,Oliver Szolnoki,5,2018 Klagenfurt Open,30
853,2018-10-10 00:00:00,Mark Gray,8,Mario He,9,2018 Klagenfurt Open,31
854,2017-10-05 00:00:00,Christian Sparrenlöv,4,Maximilian Lechner,9,2017 Klagenfurt Open,1
855,2017-10-05 00:00:00,Daniel Tångudd,5,Konstantin Stepanow,9,2017 Klagenfurt Open,2
856,2017-10-05 00:00:00,Marek Kudlik,7,Karol Skowerski,9,2017 Klagenfurt Open,3
857,2017-10-05 00:00:00,Marek Hajdovsky,8,Ralf Souquet,9,2017 Klagenfurt Open,4
858,2017-10-05 00:00:00,Nick van den Berg,8,Mateusz Śniegocki,9,2017 Klagenfurt Open,5
859,2017-10-05 00:00:00,Mario He,9,Wojciech Szewczyk,8,2017 Klagenfurt Open,6
860,2017-10-05 00:00:00,Konrad Juszczyszyn,8,Sanjin Pehlivanović,9,2017 Klagenfurt Open,7
861,2017-10-05 00:00:00,José Alberto Delgado,8,Mohammad Soufi,9,2017 Klagenfurt Open,8
862,2017-10-05 00:00:00,Joshua Filler,5,Wiktor Zieliński,9,2017 Klagenfurt Open,9
863,2017-10-05 00:00:00,Fedor Gorst,9,Joao Grilo,4,2017 Klagenfurt Open,10
864,2017-10-05 00:00:00,Petri Makkonen,4,Sebastian Ludwig,9,2017 Klagenfurt Open,11
865,2017-10-05 00:00:00,Jakub Koniar,6,Eklent Kaçi,9,2017 Klagenfurt Open,12
866,2017-10-05 00:00:00,Albin Ouschan,9,Francisco Sánchez,5,2017 Klagenfurt Open,13
867,2017-10-05 00:00:00,Mieszko Fortuński,9,Radosław Babica,5,2017 Klagenfurt Open,14
868,2017-10-05 00:00:00,Denis Grabe,9,Mark Gray,8,2017 Klagenfurt Open,15
869,2017-10-05 00:00:00,Ivo Aarts,3,Tomasz Kapłan,9,2017 Klagenfurt Open,16
870,2017-10-05 00:00:00,Maximilian Lechner,9,Konstantin Stepanow,8,2017 Klagenfurt Open,17
871,2017-10-05 00:00:00,Karol Skowerski,6,Ralf Souquet,9,2017 Klagenfurt Open,18
872,2017-10-05 00:00:00,Mateusz Śniegocki,9,Mario He,7,2017 Klagenfurt Open,19
873,2017-10-05 00:00:00,Sanjin Pehlivanović,9,Mohammad Soufi,8,2017 Klagenfurt Open,20
874,2017-10-05 00:00:00,Wiktor Zieliński,4,Fedor Gorst,9,2017 Klagenfurt Open,21
875,2017-10-05 00:00:00,Sebastian Ludwig,9,Eklent Kaçi,8,2017 Klagenfurt Open,22
876,2017-10-05 00:00:00,Albin Ouschan,9,Mieszko Fortuński,2,2017 Klagenfurt Open,23
877,2017-10-05 00:00:00,Denis Grabe,9,Tomasz Kapłan,3,2017 Klagenfurt Open,24
878,2017-10-05 00:00:00,Maximilian Lechner,3,Ralf Souquet,9,2017 Klagenfurt Open,25
879,2017-10-05 00:00:00,Mateusz Śniegocki,9,Sanjin Pehlivanović,8,2017 Klagenfurt Open,26
880,2017-10-05 00:00:00,Fedor Gorst,6,Sebastian Ludwig,9,2017 Klagenfurt Open,27
881,2017-10-05 00:00:00,Albin Ouschan,6,Denis Grabe,9,2017 Klagenfurt Open,28
882,2017-10-05 00:00:00,Ralf Souquet,9,Mateusz Śniegocki,6,2017 Klagenfurt Open,29
883,2017-10-05 00:00:00,Sebastian Ludwig,9,Denis Grabe,7,2017 Klagenfurt Open,30
884,2017-10-05 00:00:00,Ralf Souquet,9,Sebastian Ludwig,6,2017 Klagenfurt Open,31
885,2019-11-07 00:00:00,Joshua Filler,9,Thorsten Hohmann,3,2019 Antalya Open,1
886,2019-11-07 00:00:00,Mark Gray,9,Tomasz Kapłan,2,2019 Antalya Open,2
887,2019-11-07 00:00:00,Nick Malai,5,David Alcaide,9,2019 Antalya Open,3
888,2019-11-07 00:00:00,Wojciech Sroczynski,5,Niels Feijen,9,2019 Antalya Open,4
889,2019-11-07 00:00:00,Eklent Kaçi,9,Nikos Ekonomopoulos,3,2019 Antalya Open,5
890,2019-11-07 00:00:00,Aleksa Pecelj,9,Maksim Dudanets,1,2019 Antalya Open,6
891,2019-11-07 00:00:00,Ralf Souquet,9,Dimitris Loukatos,8,2019 Antalya Open,7
892,2019-11-07 00:00:00,Sanjin Pehlivanovic,9,Jani Siekkinen,4,2019 Antalya Open,8
893,2019-11-07 00:00:00,Denis Grabe,9,Mariusz Skoneczny,6,2019 Antalya Open,9
894,2019-11-07 00:00:00,Ruslan Chinachov,8,Oliver Szolnoki,9,2019 Antalya Open,10
895,2019-11-07 00:00:00,Mieszko Fortunski,9,Andrey Seroshtan,7,2019 Antalya Open,11
896,2019-11-07 00:00:00,Imran Majid,6,Alexander Kazakis,9,2019 Antalya Open,12
897,2019-11-07 00:00:00,Albin Ouschan,2,Francisco Sanchez-Ruiz,9,2019 Antalya Open,13
898,2019-11-07 00:00:00,Tim De Ruyter,5,Wiktor Zielinski,9,2019 Antalya Open,14
899,2019-11-07 00:00:00,Konrad Juszczyszyn,9,Daniel Maciol,5,2019 Antalya Open,15
900,2019-11-07 00:00:00,Fedor Gorst,9,Sergey Lutsker,5,2019 Antalya Open,16
901,2019-11-07 00:00:00,Joshua Filler,9,Mark Gray,7,2019 Antalya Open,17
902,2019-11-07 00:00:00,David Alcaide,9,Niels Feijen,8,2019 Antalya Open,18
903,2019-11-07 00:00:00,Eklent Kaçi,9,Aleksa Pecelj,2,2019 Antalya Open,19
904,2019-11-07 00:00:00,Ralf Souquet,7,Sanjin Pehlivanovic,9,2019 Antalya Open,20
905,2019-11-07 00:00:00,Denis Grabe,9,Oliver Szolnoki,5,2019 Antalya Open,21
906,2019-11-07 00:00:00,Mieszko Fortunski,9,Alexander Kazakis,3,2019 Antalya Open,22
907,2019-11-07 00:00:00,Francisco Sanchez-Ruiz,9,Wiktor Zielinski,1,2019 Antalya Open,23
908,2019-11-07 00:00:00,Konrad Juszczyszyn,1,Fedor Gorst,9,2019 Antalya Open,24
909,2019-11-07 00:00:00,Joshua Filler,7,David Alcaide,9,2019 Antalya Open,25
910,2019-11-07 00:00:00,Eklent Kaçi,9,Sanjin Pehlivanovic,5,2019 Antalya Open,26
911,2019-11-07 00:00:00,Denis Grabe,9,Mieszko Fortunski,6,2019 Antalya Open,27
912,2019-11-07 00:00:00,Francisco Sanchez-Ruiz,5,Fedor Gorst,9,2019 Antalya Open,28
913,2019-11-07 00:00:00,David Alcaide,4,Eklent Kaçi,9,2019 Antalya Open,29
914,2019-11-07 00:00:00,Denis Grabe,9,Fedor Gorst,6,2019 Antalya Open,30
915,2019-11-07 00:00:00,Eklent Kaçi,2,Denis Grabe,9,2019 Antalya Open,31
916,2018-08-02 00:00:00,Dimitri Jungo,9,Wiktor Zieliński,5,2018 Veldhoven Open,1
917,2018-08-02 00:00:00,Konstantin Stepanow,9,Tomasz Kapłan,7,2018 Veldhoven Open,2
918,2018-08-02 00:00:00,Fedor Gorst,6,Mario He,9,2018 Veldhoven Open,3
919,2018-08-02 00:00:00,Philipp Stojanović,7,Iker-Andoni Echeverria,9,2018 Veldhoven Open,4
920,2018-08-02 00:00:00,Niels Feijen,9,Bruno Sousa,4,2018 Veldhoven Open,5
921,2018-08-02 00:00:00,Albin Ouschan,9,Ivar Saris,8,2018 Veldhoven Open,6
922,2018-08-02 00:00:00,Miguel Silva,9,Marek Kudlik,5,2018 Veldhoven Open,7
923,2018-08-02 00:00:00,Mateusz Śniegocki,7,Maxim Dudanez,9,2018 Veldhoven Open,8
924,2018-08-02 00:00:00,Konrad Juszczyszyn,8,Marc Bijsterbosch,9,2018 Veldhoven Open,9
925,2018-08-02 00:00:00,Pijus Labutis,7,Jani Uski,9,2018 Veldhoven Open,10
926,2018-08-02 00:00:00,Alexander Kazakis,4,Eklent Kaçi,9,2018 Veldhoven Open,11
927,2018-08-02 00:00:00,Daniele Corrieri,7,Francisco Sánchez,9,2018 Veldhoven Open,12
928,2018-08-02 00:00:00,Ralf Souquet,9,Oliver Szolnoki,7,2018 Veldhoven Open,13
929,2018-08-02 00:00:00,Mariusz Skoneczny,4,David Alcaide,9,2018 Veldhoven Open,14
930,2018-08-02 00:00:00,Wojciech Szewczyk,7,Kim Laaksonen,9,2018 Veldhoven Open,15
931,2018-08-02 00:00:00,Petri Makkonen,2,Joshua Filler,9,2018 Veldhoven Open,16
932,2018-08-02 00:00:00,Dimitri Jungo,7,Konstantin Stepanow,9,2018 Veldhoven Open,17
933,2018-08-02 00:00:00,Mario He,9,Iker-Andoni Echeverria,8,2018 Veldhoven Open,18
934,2018-08-02 00:00:00,Niels Feijen,9,Albin Ouschan,6,2018 Veldhoven Open,19
935,2018-08-02 00:00:00,Miguel Silva,6,Maxim Dudanez,9,2018 Veldhoven Open,20
936,2018-08-02 00:00:00,Marc Bijsterbosch,9,Jani Uski,4,2018 Veldhoven Open,21
937,2018-08-02 00:00:00,Eklent Kaçi,9,Francisco Sánchez,3,2018 Veldhoven Open,22
938,2018-08-02 00:00:00,Ralf Souquet,6,David Alcaide,9,2018 Veldhoven Open,23
939,2018-08-02 00:00:00,Kim Laaksonen,9,Joshua Filler,4,2018 Veldhoven Open,24
940,2018-08-02 00:00:00,Konstantin Stepanow,7,Mario He,9,2018 Veldhoven Open,25
941,2018-08-02 00:00:00,Niels Feijen,9,Maxim Dudanez,2,2018 Veldhoven Open,26
942,2018-08-02 00:00:00,Marc Bijsterbosch,2,Eklent Kaçi,9,2018 Veldhoven Open,27
943,2018-08-02 00:00:00,David Alcaide,9,Kim Laaksonen,7,2018 Veldhoven Open,28
944,2018-08-02 00:00:00,Mario He,9,Niels Feijen,1,2018 Veldhoven Open,29
945,2018-08-02 00:00:00,Eklent Kaçi,9,David Alcaide,7,2018 Veldhoven Open,30
946,2018-08-02 00:00:00,Mario He,9,Eklent Kaçi,8,2018 Veldhoven Open,31
947,2017-03-30 00:00:00,David Alcaide,9,Konrad Piekarski,5,2017 Portugal Open,1
948,2017-03-30 00:00:00,Bruno Sousa,9,Wojciech Sroczyński,8,2017 Portugal Open,2
949,2017-03-30 00:00:00,Konstantin Stepanow,4,Marc Bijsterbosch,9,2017 Portugal Open,3
950,2017-03-30 00:00:00,Petri Makkonen,8,Eklent Kaçi,9,2017 Portugal Open,4
951,2017-03-30 00:00:00,Ronald Regli,4,Wiktor Zieliński,9,2017 Portugal Open,5
952,2017-03-30 00:00:00,Radosław Babica,8,Sebastian Ludwig,9,2017 Portugal Open,6
953,2017-03-30 00:00:00,Marco Teutscher,7,Roman Hybler,9,2017 Portugal Open,7
954,2017-03-30 00:00:00,Henrique Correia,6,Ralf Souquet,9,2017 Portugal Open,8
955,2017-03-30 00:00:00,Mark Gray,9,Daniel Tångudd,0,2017 Portugal Open,9
956,2017-03-30 00:00:00,Jewgeni Buslajew,6,Denis Grabe,9,2017 Portugal Open,10
957,2017-03-30 00:00:00,Mateusz Śniegocki,7,Mats Schjetne,9,2017 Portugal Open,11
958,2017-03-30 00:00:00,Marcus Chamat,5,Joshua Filler,9,2017 Portugal Open,12
959,2017-03-30 00:00:00,Witalij Pazura,9,Fedor Gorst,5,2017 Portugal Open,13
960,2017-03-30 00:00:00,Nick van den Berg,9,Konrad Juszczyszyn,5,2017 Portugal Open,14
961,2017-03-30 00:00:00,Francisco Sánchez,9,Antonis Kakaris,3,2017 Portugal Open,15
962,2017-03-30 00:00:00,Tomasz Kapłan,9,Niels Feijen,7,2017 Portugal Open,16
963,2017-03-30 00:00:00,David Alcaide,9,Bruno Sousa,5,2017 Portugal Open,17
964,2017-03-30 00:00:00,Marc Bijsterbosch,9,Eklent Kaçi,4,2017 Portugal Open,18
965,2017-03-30 00:00:00,Wiktor Zieliński,9,Sebastian Ludwig,7,2017 Portugal Open,19
966,2017-03-30 00:00:00,Roman Hybler,2,Ralf Souquet,9,2017 Portugal Open,20
967,2017-03-30 00:00:00,Mark Gray,9,Denis Grabe,6,2017 Portugal Open,21
968,2017-03-30 00:00:00,Mats Schjetne,5,Joshua Filler,9,2017 Portugal Open,22
969,2017-03-30 00:00:00,Witalij Pazura,8,Nick van den Berg,9,2017 Portugal Open,23
970,2017-03-30 00:00:00,Francisco Sánchez,5,Tomasz Kapłan,9,2017 Portugal Open,24
971,2017-03-30 00:00:00,David Alcaide,9,Marc Bijsterbosch,8,2017 Portugal Open,25
972,2017-03-30 00:00:00,Wiktor Zieliński,7,Ralf Souquet,9,2017 Portugal Open,26
973,2017-03-30 00:00:00,Mark Gray,9,Joshua Filler,8,2017 Portugal Open,27
974,2017-03-30 00:00:00,Nick van den Berg,9,Tomasz Kapłan,6,2017 Portugal Open,28
975,2017-03-30 00:00:00,David Alcaide,9,Ralf Souquet,6,2017 Portugal Open,29
976,2017-03-30 00:00:00,Mark Gray,3,Nick van den Berg,9,2017 Portugal Open,30
977,2017-03-30 00:00:00,David Alcaide,5,Nick van den Berg,9,2017 Portugal Open,31
978,2016-09-04 00:00:00,Mark Gray,9,Andreas Gerwen,3,2016 Albanian Open,1
979,2016-09-04 00:00:00,Radosław Babica,5,Francisco Sánchez,9,2016 Albanian Open,2
980,2016-09-04 00:00:00,Mika Immonen,7,Joshua Filler,9,2016 Albanian Open,3
981,2016-09-04 00:00:00,Maximilian Lechner,8,Nick van den Berg,9,2016 Albanian Open,4
982,2016-09-04 00:00:00,Konstantin Stepanow,9,Joao Grilo,8,2016 Albanian Open,5
983,2016-09-04 00:00:00,David Alcaide,9,Daryl Peach,3,2016 Albanian Open,6
984,2016-09-04 00:00:00,Ruslan Tschinachow,9,Ivo Aarts,6,2016 Albanian Open,7
985,2016-09-04 00:00:00,Nikos Ekonomopoulos,5,Wiktor Zieliński,9,2016 Albanian Open,8
986,2016-09-04 00:00:00,Albin Ouschan,9,Edmond Zaja,5,2016 Albanian Open,9
987,2016-09-04 00:00:00,Ivica Putnik,8,Marcus Chamat,9,2016 Albanian Open,10
988,2016-09-04 00:00:00,Francisco Díaz-Pizarro,6,Eklent Kaçi,9,2016 Albanian Open,11
989,2016-09-04 00:00:00,Imran Majid,3,Mateusz Śniegocki,9,2016 Albanian Open,12
990,2016-09-04 00:00:00,Konrad Juszczyszyn,9,Sebastian Ludwig,5,2016 Albanian Open,13
991,2016-09-04 00:00:00,Sanjin Pehlivanović,9,Mats Schjetne,8,2016 Albanian Open,14
992,2016-09-04 00:00:00,Wojciech Szewczyk,9,Petri Makkonen,6,2016 Albanian Open,15
993,2016-09-04 00:00:00,Mieszko Fortuński,5,Niels Feijen,9,2016 Albanian Open,16
994,2016-09-04 00:00:00,Mark Gray,9,Francisco Sánchez,7,2016 Albanian Open,17
995,2016-09-04 00:00:00,Joshua Filler,9,Nick van den Berg,8,2016 Albanian Open,18
996,2016-09-04 00:00:00,Konstantin Stepanow,3,David Alcaide,9,2016 Albanian Open,19
997,2016-09-04 00:00:00,Ruslan Tschinachow,9,Wiktor Zieliński,2,2016 Albanian Open,20
998,2016-09-04 00:00:00,Albin Ouschan,7,Marcus Chamat,9,2016 Albanian Open,21
999,2016-09-04 00:00:00,Eklent Kaçi,6,Mateusz Śniegocki,9,2016 Albanian Open,22
1000,2016-09-04 00:00:00,Konrad Juszczyszyn,9,Sanjin Pehlivanović,2,2016 Albanian Open,23
1001,2016-09-04 00:00:00,Wojciech Szewczyk,9,Niels Feijen,7,2016 Albanian Open,24
1002,2016-09-04 00:00:00,Mark Gray,2,Joshua Filler,9,2016 Albanian Open,25
1003,2016-09-04 00:00:00,David Alcaide,5,Ruslan Tschinachow,9,2016 Albanian Open,26
1004,2016-09-04 00:00:00,Marcus Chamat,3,Mateusz Śniegocki,9,2016 Albanian Open,27
1005,2016-09-04 00:00:00,Konrad Juszczyszyn,4,Wojciech Szewczyk,9,2016 Albanian Open,28
1006,2016-09-04 00:00:00,Joshua Filler,9,Ruslan Tschinachow,3,2016 Albanian Open,29
1007,2016-09-04 00:00:00,Mateusz Śniegocki,9,Wojciech Szewczyk,7,2016 Albanian Open,30
1008,2016-09-04 00:00:00,Joshua Filler,4,Mateusz Śniegocki,9,2016 Albanian Open,31
1009,2016-06-02 00:00:00,Mark Gray,5,David Alcaide,9,2016 North Cyprus Open,1
1010,2016-06-02 00:00:00,Tim de Ruyter,9,Marco Teutscher,6,2016 North Cyprus Open,2
1011,2016-06-02 00:00:00,Daniel Tångudd,1,Nikos Ekonomopoulos,9,2016 North Cyprus Open,3
1012,2016-06-02 00:00:00,Marc Bijsterbosch,8,Daryl Peach,9,2016 North Cyprus Open,4
1013,2016-06-02 00:00:00,Sebastian Staab,5,Sebastian Ludwig,9,2016 North Cyprus Open,5
1014,2016-06-02 00:00:00,Roman Hybler,6,Marcus Chamat,9,2016 North Cyprus Open,6
1015,2016-06-02 00:00:00,Francisco Díaz-Pizarro,5,Mika Immonen,9,2016 North Cyprus Open,7
1016,2016-06-02 00:00:00,Nick van den Berg,3,Tomasz Kapłan,9,2016 North Cyprus Open,8
1017,2016-06-02 00:00:00,Albin Ouschan,5,Imran Majid,9,2016 North Cyprus Open,9
1018,2016-06-02 00:00:00,Karol Skowerski,9,Wojciech Szewczyk,7,2016 North Cyprus Open,10
1019,2016-06-02 00:00:00,Oliver Ortmann,9,Maksim Dudanets,4,2016 North Cyprus Open,11
1020,2016-06-02 00:00:00,Mateusz Śniegocki,7,Jayson Shaw,9,2016 North Cyprus Open,12
1021,2016-06-02 00:00:00,Wiktor Zieliński,6,Ralf Souquet,9,2016 North Cyprus Open,13
1022,2016-06-02 00:00:00,Kevin Becker,9,Eklent Kaçi,2,2016 North Cyprus Open,14
1023,2016-06-02 00:00:00,Andreas Madsen,1,Mario He,9,2016 North Cyprus Open,15
1024,2016-06-02 00:00:00,Ivo Aarts,5,Niels Feijen,9,2016 North Cyprus Open,16
1025,2016-06-02 00:00:00,David Alcaide,9,Tim de Ruyter,1,2016 North Cyprus Open,17
1026,2016-06-02 00:00:00,Nikos Ekonomopoulos,9,Daryl Peach,5,2016 North Cyprus Open,18
1027,2016-06-02 00:00:00,Sebastian Ludwig,9,Marcus Chamat,5,2016 North Cyprus Open,19
1028,2016-06-02 00:00:00,Mika Immonen,9,Tomasz Kapłan,2,2016 North Cyprus Open,20
1029,2016-06-02 00:00:00,Imran Majid,5,Karol Skowerski,9,2016 North Cyprus Open,21
1030,2016-06-02 00:00:00,Oliver Ortmann,7,Jayson Shaw,9,2016 North Cyprus Open,22
1031,2016-06-02 00:00:00,Ralf Souquet,9,Kevin Becker,5,2016 North Cyprus Open,23
1032,2016-06-02 00:00:00,Mario He,9,Niels Feijen,6,2016 North Cyprus Open,24
1033,2016-06-02 00:00:00,David Alcaide,3,Nikos Ekonomopoulos,9,2016 North Cyprus Open,25
1034,2016-06-02 00:00:00,Sebastian Ludwig,6,Mika Immonen,9,2016 North Cyprus Open,26
1035,2016-06-02 00:00:00,Karol Skowerski,7,Jayson Shaw,9,2016 North Cyprus Open,27
1036,2016-06-02 00:00:00,Ralf Souquet,5,Mario He,9,2016 North Cyprus Open,28
1037,2016-06-02 00:00:00,Nikos Ekonomopoulos,9,Mika Immonen,4,2016 North Cyprus Open,29
1038,2016-06-02 00:00:00,Jayson Shaw,4,Mario He,9,2016 North Cyprus Open,30
1039,2016-06-02 00:00:00,Nikos Ekonomopoulos,5,Mario He,9,2016 North Cyprus Open,31
